,,,
"Gilgit","GIL","Gilgit","Pakistan"
,,,
"Gillam","YGX","Gillam","Canada"
,,,
"Gillette","GCC","Campbell County","United States"
,,,
"Gillies Bay","YGB","Gillies Bay","Canada"
,,,
"Gimli","YGM","Gimli","Canada"
,,,
"Girardot","GIR","Girardot","Colombia"
,,,
"Gisborne","GIS","Gisborne","New Zealand (Aotearoa)"
,,,
"Gisenyi","GYI","Gisenyi","Rwanda"
,,,
"City name","Airport Code",,"Country name"
,,,
"Gitega","GID","Gitega","Burundi"
,,,
"Giyani","GIY","Giyani","South Africa"
,,,
"Gizo","GZO","Gizo","Solomon Islands"
,,,
"Gjoa Haven","YHK","Gjoa Haven","Canada"
,,,
"Gjogur","GJR","Gjogur","Iceland"
,,,
"Gjovik","ZYG","Railway","Norway"
,,,
"Glacier Creek","KGZ","Glacier Creek","United States"
,,,
"Gladstone","GLT","Gladstone","Australia"
,,,
"Gladwin","GDW","Gladwin","United States"
,,,
"Glasgow","GLA","Glasgow International","United Kingdom"
,,,
"Glasgow","PIK","Prestwick","United Kingdom"
,,,
"Glasgow","ZGG","ScotRail","United Kingdom"
,,,
"Glasgow","GLW","Municipal","United States"
,,,
"Glasgow","GGW","International","United States"
,,,
"Glen Innes","GLI","Glen Innes","Australia"
,,,
"Glendale","JGX","Heliport","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Glendale","GWV","Glendale","United States"
,,,
"Glendive","GDV","Dawson Community","United States"
,,,
"Glengyle","GLG","Glengyle","Australia"
,,,
"Glennallen","GLQ","Glennallen","United States"
,,,
"Glenormiston","GLM","Glenormiston","Australia"
,,,
"Glens Falls","GFL","Warren County","United States"
,,,
"Glenview","NBU","NAS","United States"
,,,
"Glenwood Springs","GWS","Glenwood Springs","United States"
,,,
"Gloucester","GLO","Gloucestershire","United Kingdom"
,,,
"Glynco","NEA","Brunswick Golden Isles","United States"
,,,
"Gnarowein","GWN","Gnarowein","Papua New Guinea"
,,,
"Goa","GOI","Dabolim","India"
,,,
"Goba","GOB","Goba","Ethiopia"
,,,
"Gobabis","GOG","Gobabis","Namibia"
,,,
"Gobernador Gregores","GGS","Gobernador Gregores","Argentina"
,,,
"Gode/Iddidole","GDE","Gode/Iddidole","Ethiopia"
,,,
"City name","Airport Code",,"Country name"
,,,
"Gods Narrows","YGO","Gods Narrows","Canada"
,,,
"Gods River","ZGI","Gods River","Canada"
,,,
"Goerlitz","ZGE","Goerlitz Railway","Germany"
,,,
"Goiania","GYN","Santa Genoveva","Brazil"
,,,
"Gol","GLL","Klanten Arpt","Norway"
,,,
"Gold Beach","GOL","State","United States"
,,,
"Gold Coast","OOL","Gold Coast (Coolangatta)","Australia"
,,,
"Golden Horn","GDH","SPB","United States"
,,,
"Goldsboro","GSB","Seymour Johnson AFB","United States"
,,,
"Goldsworthy","GLY","Goldsworthy","Australia"
,,,
"Golfito","GLF","Golfito","Costa Rica"
,,,
"Golmud","GOQ","Golmud","China"
,,,
"Golovin","GLV","Golovin","United States"
,,,
"Goma","GOM","Goma","D. R. Congo"
,,,
"Gomel","GME","Gomel","Belarus"
,,,
"Gonalia","GOE","Gonalia","Papua New Guinea"
,,,
"City name","Airport Code",,"Country name"
,,,
"Gondar","GDQ","Gondar","Ethiopia"
,,,
"Gooding","GNG","Gooding","United States"
,,,
"Goodland","GLD","Renner Field","United States"
,,,
"Goodnews Bay","GNU","Goodnews Bay","United States"
,,,
"Goodyear","GYR","Litchfield","United States"
,,,
"Goondiwindi","GOO","Goondiwindi","Australia"
,,,
"Goose Bay","YYR","Goose Bay","Canada"
,,,
"Gora","GOC","Gora","Papua New Guinea"
,,,
"Gorakhpur","GOP","Gorakhpur","India"
,,,
"Gordil","GDI","Gordil","Central African Republic"
,,,
"Gordon","GRN","Gordon","United States"
,,,
"Gordon Downs","GDD","Gordon Downs","Australia"
,,,
"Gordonsville","GVE","Municipal","United States"
,,,
"Gore","GOR","Gore","Ethiopia"
,,,
"Gore Bay","YZE","Gore Bay","Canada"
,,,
"Gorgan","GBT","Gorgan","Iran"
,,,
"City name","Airport Code",,"Country name"
,,,
"Gorge Harbor","YGE","Gorge Harbor","Canada"
,,,
"Gorkha","GKH","Gorkha","Nepal"
,,,
"Gorna Orechovitsa","GOZ","Gorna Orechovitsa","Bulgaria"
,,,
"Goroka","GKA","Goroka","Papua New Guinea"
,,,
"Gorom-Gorom","XGG","Gorom-Gorom","Burkina Faso"
,,,
"Gorontalo","GTO","Tolotio","Indonesia"
,,,
"Gosford","GOS","Gosford","Australia"
,,,
"Goshen","GSH","Goshen","United States"
,,,
"Gotha","ZGO","Gotha Railway","Germany"
,,,
"Gothenburg","XWL","Gothenburg Rail","Sweden"
,,,
"Gothenburg","GOT","Landvetter","Sweden"
,,,
"Gothenburg","GSE","Saeve","Sweden"
,,,
"Goulburn","GUL","Goulburn","Australia"
,,,
"Goulburn Island","GBL","Goulburn Island","Australia"
,,,
"Goulimime","GLN","Goulimime","Morocco"
,,,
"Gounda","GDA","Gounda","Central African Republic"
,,,
"City name","Airport Code",,"Country name"
,,,
"Goundam","GUD","Goundam","Mali"
,,,
"Gove","GOV","Nhulunbuy","Australia"
,,,
"Governador Valadares","GVR","Governador Valadares","Brazil"
,,,
"Governors Harbour","GHB","Governors Harbour","Bahamas"
,,,
"Goya","OYA","Goya","Argentina"
,,,
"Gozo","GZM","Gozo Heliport","Malta"
,,,
"Gracias","GAC","Gracias","Honduras"
,,,
"Graciosa Island","GRW","Graciosa Island","Portugal"
,,,
"Grafton","GFN","Grafton","Australia"
,,,
"Granada","GRX","Granada","Spain"
,,,
"Grand Bahama","GBI","Aux Ab","Bahamas"
,,,
"Grand Canyon","JGC","Heliport","United States"
,,,
"Grand Canyon","GCN","National Park","United States"
,,,
"Grand Canyon","NGC","North Rim","United States"
,,,
"Grand Canyon","FLG","Pulliam Field","United States"
,,,
"Georgetown","GCM","Owen Roberts International","Cayman Islands"
,,,
"City name","Airport Code",,"Country name"
,,,
"Grand Cess","GRC","Grand Cess","Liberia"
,,,
"Grand Forks","ZGF","Grand Forks","Canada"
,,,
"Grand Forks","GFK","Grand Forks","United States"
,,,
"Grand Island","GRI","Grand Island","United States"
,,,
"Grand Junction","GJT","Walker Field","United States"
,,,
"Grand Marais","GRM","Devils Track","United States"
,,,
"Grand Rapids","GRR","Kent County Intl","United States"
,,,
"Grand Rapids","GPZ","Grand Rapids","United States"
,,,
"Grand Turk Is","GDT","Grand Turk Is","Turks and Caicos Islands"
,,,
"Grande Cache","YGC","Grande Cache","Canada"
,,,
"Grande Prairie","YQU","Grande Prairie","Canada"
,,,
"Grandview","GVW","Richards-Gebaur","United States"
,,,
"Granite Mountain","GMT","Granite Mountain","United States"
,,,
"Granites","GTS","Granites","Australia"
,,,
"Grants","GNT","Milan","United States"
,,,
"Grantsburg","GTG","Municipal","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Granville","GFR","Granville","France"
,,,
"Granville Lake","XGL","Granville Lake","Canada"
,,,
"Gravatai","GCV","Gravatai","Brazil"
,,,
"Grayling","KGX","Grayling","United States"
,,,
"Graz","GRZ","Thalerhof","Austria"
,,,
"Great Barrier Island","GBZ","Great Barrier Island","New Zealand (Aotearoa)"
,,,
"Great Barrington","GBR","Great Barrington","United States"
,,,
"Great Bear Lake","DAS","Great Bear Lake","Canada"
,,,
"Great Bend","GBD","Great Bend","United States"
,,,
"Great Falls","GTF","International","United States"
,,,
"Great Falls","GFA","Malmstrom AFB","United States"
,,,
"Great Harbour","GHC","Great Harbour","Bahamas"
,,,
"Great Keppel Island","GKL","Great Keppel Island","Australia"
,,,
"Greeley","GXY","Weld County","United States"
,,,
"Green Bay","GRB","Austin-straubel Field","United States"
,,,
"Green Island","GNI","Green Island","Taiwan"
,,,
"City name","Airport Code",,"Country name"
,,,
"Green Islands","GEI","Green Islands","Papua New Guinea"
,,,
"Green River","GVI","Green River","Papua New Guinea"
,,,
"Green River","RVR","Green River","United States"
,,,
"Green Turtle","GTC","Green Turtle","Bahamas"
,,,
"Greenfield","GFD","Pope Field","United States"
,,,
"Greenvale","GVP","Greenvale","Australia"
,,,
"Greenville","GRE","Municipal","United States"
,,,
"Greenville","GLH","Greenville","United States"
,,,
"Greenville","PGV","Pitt-Greenville","United States"
,,,
"Greenville","GDC","Donaldson Center","United States"
,,,
"Greenville","GMU","Downtown","United States"
,,,
"Greenville","GSP","Greenville-Spartanbur","United States"
,,,
"Greenville","GCY","Municipal","United States"
,,,
"Greenville","GVT","Majors Field","United States"
,,,
"Greenway Sound","YGN","Greenway Sound","Canada"
,,,
"Greenwood","GWO","Leflore","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Greenwood","YZX","Greenwood","Canada"
,,,
"Greenwood","GRD","Greenwood","United States"
,,,
"Gregory Downs","GGD","Gregory Downs","Australia"
,,,
"Greifswald","ZGW","Greifswald Railway","Germany"
,,,
"Grenada","GND","Point Saline Intl","Grenada"
,,,
"Grenfell","GFE","Grenfell","Australia"
,,,
"Greybull","GEY","South Big Horn County","United States"
,,,
"Greymouth","GMN","Greymouth","New Zealand (Aotearoa)"
,,,
"Griffith","GFF","Griffith","Australia"
,,,
"Grimsby","GSY","Binbrook","United Kingdom"
,,,
"Grimsey","GRY","Grimsey","Iceland"
,,,
"Grise Fiord","YGZ","Grise Fiord","Canada"
,,,
"Grodna","GNA","Grodna","Belarus"
,,,
"Groennedal","JGR","Heliport","Greenland"
,,,
"Groningen","GRQ","Eelde","Netherlands"
,,,
"Groote Eylandt","GTE","Alyangula","Australia"
,,,
"City name","Airport Code",,"Country name"
,,,
"Grootfontein","GFY","Grootfontein","Namibia"
,,,
"Grosseto","GRS","Baccarini","Italy"
,,,
"Groton","ZGD","New London Rail","United States"
,,,
"Groznyj","GRV","Groznyj","Russian Federation"
,,,
"Grundarfjordur","GUU","Grundarfjordur","Iceland"
,,,
"Guacamaya","GCA","Guacamaya","Colombia"
,,,
"Guadalajara","GDL","Miguel Hidal","Mexico"
,,,
"Guadalcanal","GSI","Guadalcanal","Solomon Islands"
,,,
"Guadalupe","GDP","Guadalupe","Brazil"
,,,
"Guajara-Mirim","GJM","Guajara-Mirim","Brazil"
,,,
"Gualaco","GUO","Gualaco","Honduras"
,,,
"Gualeguaychu","GHU","Gualeguaychu","Argentina"
,,,
"Agana","NGM","Agana Nas","Guam (usa)"
,,,
"Guam","UAM","Anderson AFB","Guam (USA)"
,,,
"Guam","NRV","Uscg Shore St","Guam"
,,,
"Guamal","GAA","Guamal","Colombia"
,,,
"City name","Airport Code",,"Country name"
,,,
"Guanaja","GJA","Guanaja","Honduras"
,,,
"Guanambi","GNM","Guanambi","Brazil"
,,,
"Guanare","GUQ","Guanare","Venezuela"
,,,
"Guang Yuan","GYS","Guang Yuan","China"
,,,
"Guanghan","GHN","Guanghan","China"
,,,
"Guanghua","LHK","Guanghua","China"
,,,
"Guangzhou","CAN","Baiyun","China"
,,,
"Guantanamo","NBW","Guantanamo NAS","Cuba"
,,,
"Guantanamo","GAO","Los Canos","Cuba"
,,,
"Guapi","GPI","Guapi","Colombia"
,,,
"Guapiles","GPL","Guapiles","Costa Rica"
,,,
"Guarapari","GUZ","Guarapari","Brazil"
,,,
"Guarapuava","GPB","Tancredo Thomaz Faria","Brazil"
,,,
"Guaratingueta","GUJ","Guaratingueta","Brazil"
,,,
"Guari","GUG","Guari","Papua New Guinea"
,,,
"Guasdualito","GDO","Vare Maria","Venezuela"
,,,
"City name","Airport Code",,"Country name"
,,,
"Guasopa","GAZ","Guasopa","Papua New Guinea"
,,,
"Guatemala City","GUA","La Aurora","Guatemala"
,,,
"Guayaquil","GYE","Simon Bolivar","Ecuador"
,,,
"Guayaramerin","GYA","Guayaramerin","Bolivia"
,,,
"Guaymas","GYM","Gen Jose M Yanez","Mexico"
,,,
"Guerima","GMC","Guerima","Colombia"
,,,
"Guernsey","GCI","Guernsey","United Kingdom"
,,,
"Guerrero Negro","GUB","Guerrero Negro","Mexico"
,,,
"Guetersloh","GUT","Guetersloh","Germany"
,,,
"Guettin","GTI","Guettin","Germany"
,,,
"Guiglo","GGO","Guiglo","Cote D'Ivoire (Ivory Coast)"
,,,
"Toronto","YTO","Metropolitan Area","Canada"
,,,
"Guilin","KWL","Guilin","China"
,,,
"Guimaraes","GMS","Guimaraes","Brazil"
,,,
"Guiria","GUI","Guiria","Venezuela"
,,,
"Guiyang","KWE","Guiyang","China"
,,,
"City name","Airport Code",,"Country name"
,,,
"Gujrat","GRT","Gujrat","Pakistan"
,,,
"Gulf Shores","GUF","Edwards","United States"
,,,
"Gulfport","GPT","Biloxi Regional","United States"
,,,
"Gulgubip","GLP","Gulgubip","Papua New Guinea"
,,,
"Gulkana","GKN","Gulkana","United States"
,,,
"Gulu","ULU","Gulu","Uganda"
,,,
"Guna","GUX","Guna","India"
,,,
"Gunnedah","GUH","Gunnedah","Australia"
,,,
"Gunnison","GUC","Gunnison","United States"
,,,
"Gunsan","KUV","Gunsan","Korea (South)"
,,,
"Gunsan AB","KUZ","Gunsan Airbase","Korea (South)"
,,,
"Gunungsitoli","GNS","Gunungsitoli","Indonesia"
,,,
"Gurayat","URY","Gurayat","Saudi Arabia"
,,,
"Guriaso","GUE","Guriaso","Papua New Guinea"
,,,
"Gurue","VJQ","Gurue","Mozambique"
,,,
"Gurupi","GRP","Gurupi","Brazil"
,,,
"City name","Airport Code",,"Country name"
,,,
"Gusap","GAP","Gusap","Papua New Guinea"
,,,
"Gush Katif","GHK","Gush Katif","Israel"
,,,
"Gustavus","BQV","Bartlett SPB","United States"
,,,
"Gustavus","GST","Gustavus Arpt","United States"
,,,
"Guthrie","GOK","Guthrie","United States"
,,,
"Guymon","GUY","Guymon","United States"
,,,
"Gwa","GWA","Gwa","Myanmar"
,,,
"Gwadar","GWD","Gwadar","Pakistan"
,,,
"Gwalior","GWL","Gwalior","India"
,,,
"Gwangju","KWJ","Gwangju","Korea (South)"
,,,
"Gweru","GWE","Gweru","Zimbabwe"
,,,
"Gyandzha","KVD","Gyandzha","Azerbaijan"
,,,
"Gympie","GYP","Gympie","Australia"
,,,
"Gyoumri","LWN","Gyoumri","Armenia"
,,,
"Habi","HBD","Habi","Papua New Guinea"
,,,
"Hachijo Jima","HAC","Hachijo Jima","Japan"
,,,
"City name","Airport Code",,"Country name"
,,,
"Hachinohe","HHE","Hachinohe","Japan"
,,,
"Haelogo","HEO","Haelogo","Papua New Guinea"
,,,
"Hafr Albatin","HBT","Hafr Albatin","Saudi Arabia"
,,,
"Hagerstown","HGR","Wash. County Regional","United States"
,,,
"Hagfors","HFS","Hagfors","Sweden"
,,,
"Haifa","HFA","Haifa","Israel"
,,,
"Haikou","HAK","Haikou","China"
,,,
"Hail","HAS","Hail","Saudi Arabia"
,,,
"Hailar","HLD","Hailar","China"
,,,
"Haines","HNS","Municipal","United States"
,,,
"Haines Junction","YHT","Haines Junction","Canada"
,,,
"Haiphong","HPH","Catbi","Viet Nam"
,,,
"Hakai Pass","YHC","Hakai Pass","Canada"
,,,
"Hakodate","HKD","Hakodate","Japan"
,,,
"Halali","HAL","Halali","Namibia"
,,,
"Half Moon","HAF","Half Moon","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Halifax","YWF","Dwtown Waterfront H/P","Canada"
,,,
"Halifax","YHZ","Halifax International","Canada"
,,,
"Halifax","YAW","Shearwater","Canada"
,,,
"Hall Beach","YUX","Hall Beach","Canada"
,,,
"Halle","ZHZ","Halle Railway","Germany"
,,,
"Halls Creek","HCQ","Halls Creek","Australia"
,,,
"Halmstad","HAD","Halmstad","Sweden"
,,,
"Hamadan","HDM","Hamadan","Iran"
,,,
"Hamar","HMR","Hamar Arpt","Norway"
,,,
"Hamburg","HAM","Hamburg","Germany"
,,,
"L?beck","LBC","L?beck Blankensee","Germany"
,,,
"Hami","HMI","Hami","China"
,,,
"Hamilton","HAB","Marion County","United States"
,,,
"Hamilton","HLZ","Hamilton","New Zealand (Aotearoa)"
,,,
"Hamilton","HAO","Hamilton","United States"
,,,
"Hamilton","YHM","Hamilton","Canada"
,,,
"City name","Airport Code",,"Country name"
,,,
"Hamilton","HLT","Hamilton","Australia"
,,,
"Hamilton Island","HTI","Hamilton Island","Australia"
,,,
"Hammerfest","HFT","Hammerfest","Norway"
,,,
"Hammersmith","WUK","Off Line Point","United Kingdom"
,,,
"Hampton","HPT","Municipal","United States"
,,,
"Hampton","LFI","Langley AFB","United States"
,,,
"Hampton","ZWW","Newport News Rail","United States"
,,,
"Hampton","ZWB","Williamsburg Rail","United States"
,,,
"Hana","HNM","Hana","United States"
,,,
"Hanamaki","HNA","Hanamaki","Japan"
,,,
"Hanapepe","PAK","Port Allen","United States"
,,,
"Hancock","CMX","Houghton County","United States"
,,,
"Hangzhou","HGH","Hangzhou","China"
,,,
"Hanimaadhoo","HAQ","Hanimaadhoo","Maldives"
,,,
"Hanksville","HVE","Intermediate","United States"
,,,
"Hanna","HNX","Hanna","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Hanoi","HAN","Noibai International","Viet Nam"
,,,
"Hanover","HAJ","Hanover Arpt","Germany"
,,,
"Hanover","ZVR","Hanover Railway","Germany"
,,,
"Hanover","ZVM","Messe-BF Railway Servi","Germany"
,,,
"Hanus Bay","HBC","Hanus Bay","United States"
,,,
"Hanzhong","HZG","Hanzhong","China"
,,,
"Hao Island","HOI","Hao Island","French Polynesia"
,,,
"Harare","HRE","Harare","Zimbabwe"
,,,
"Harbin","HRB","Harbin","China"
,,,
"Harbour Island","HBI","Harbour Island","Bahamas"
,,,
"Hargeisa","HGA","Hargeisa","Somalia"
,,,
"Harlingen","HRL","Valley International","United States"
,,,
"Harrisburg","HSB","Raleigh","United States"
,,,
"Harrisburg","MDT","Harrisburg Intl","United States"
,,,
"Harrisburg","ZUG","Harrisburg Rail","United States"
,,,
"Harrisburg","HAR","Harrisburg Skyport","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Harrismith","HRS","Harrismith Airport","South Africa"
,,,
"Harrison","HRO","Boone County","United States"
,,,
"Harrogate","HRT","Linton-On-Ouse","United Kingdom"
,,,
"Harstad-Narvik","EVE","Evenes","Norway"
,,,
"Hartford","BNH","Barnes","United States"
,,,
"Hartford","HFD","Brainard","United States"
,,,
"Hartford","ZRT","Hartford CT Rail","United States"
,,,
"Hartley Bay","YTB","Hartley Bay","Canada"
,,,
"Hartsville","HVS","Municipal","United States"
,,,
"Haskovo","HKV","Haskovo","Bulgaria"
,,,
"Hassi Messaoud","HME","Oued Irara Apt","Algeria"
,,,
"Hassleholm","XWP","Hassleholm","Sweden"
,,,
"Hastings","HSI","Hastings","United States"
,,,
"Hasvik","HAA","Hasvik","Norway"
,,,
"Hat Yai","HDY","Hat Yai","Thailand"
,,,
"Hatanga","HTG","Hatanga","Russian Federation"
,,,
"City name","Airport Code",,"Country name"
,,,
"Hatchet Lake","YDJ","Hatchet Lake","Canada"
,,,
"Hateruma","HTR","Hateruma","Japan"
,,,
"Hatfield","HTF","Hatfield","United Kingdom"
,,,
"Hato Corozal","HTZ","Hato Corozal","Colombia"
,,,
"Hatteras","HNC","Hatteras","United States"
,,,
"Hattiesburg","HBG","The Hattiesburg-Bobby L. Chain Mun.","United States"
,,,
"Hatton","NUF","Castlereigh Reservoir","Sri Lanka"
,,,
"Hatzfeldthaven","HAZ","Hatzfeldthaven","Papua New Guinea"
,,,
"Haugesund","HAU","Haugesund","Norway"
,,,
"Havadarya","HDR","Havadarya","Iran"
,,,
"Havana","HAV","Jose Marti Intl","Cuba"
,,,
"Havana","UPB","Playa Baracoa","Cuba"
,,,
"Havasupai","HAE","Havasupai","United States"
,,,
"Haverfordwest","HAW","Haverfordwest","United Kingdom"
,,,
"Havre","HVR","City County","United States"
,,,
"Havre St Pierre","YGV","Havre St Pierre","Canada"
,,,
"City name","Airport Code",,"Country name"
,,,
"Hawabango","HWA","Hawabango","Papua New Guinea"
,,,
"Hawk Inlet","HWI","SPB","United States"
,,,
"Hawker","HWK","Wilpena Pound","Australia"
,,,
"Hawthorne","HHR","Hawthorne","United States"
,,,
"Hawthorne","HTH","Hawthorne","United States"
,,,
"Hay","HXX","Hay","Australia"
,,,
"Hay River","YHY","Hay River","Canada"
,,,
"Haycock","HAY","Haycock","United States"
,,,
"Hayden","HDN","Yampa Valley","United States"
,,,
"Hayfields","HYF","Hayfields","Papua New Guinea"
,,,
"Hayman Island","HIS","Hayman Island","Australia"
,,,
"Hays","HYS","Municipal","United States"
,,,
"Hayward","HWD","Air Terminal","United States"
,,,
"Hayward","HYR","Municipal","United States"
,,,
"Hazebrouck","HZB","Merville/Calonne","France"
,,,
"Hazleton","HZL","Hazleton","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Hazyview","HZV","Hazyview","South Africa"
,,,
"Headingly","HIP","Headingly","Australia"
,,,
"Healy Lake","HKB","Healy Lake","United States"
,,,
"Hearst","YHF","Hearst","Canada"
,,,
"Heathlands","HAT","Heathlands","Australia"
,,,
"Hedemora","XXU","Hedemora","Sweden"
,,,
"Hefei","HFE","Shanghai","China"
,,,
"Heho","HEH","Heho","Myanmar"
,,,
"Heide-Buesum","HEI","Heide-Buesum","Germany"
,,,
"Heidelberg","HDB","Heidelberg","Germany"
,,,
"Heihe","HEK","Heihe","China"
,,,
"Heimdal","XUE","Heimdal Railway","Norway"
,,,
"Heiweni","HNI","Heiweni","Papua New Guinea"
,,,
"Helena","HEE","Thompson-Robbins","United States"
,,,
"Helena","HLN","Helena","United States"
,,,
"Helenvale","HLV","Helenvale","Australia"
,,,
"City name","Airport Code",,"Country name"
,,,
"Helgoland","HGL","Helgoland","Germany"
,,,
"Helsinki","HEM","Helsinki-Malmi","Finland"
,,,
"Vantaa","HEL","Helsinki-vantaa","Finland"
,,,
"Hemavan","HMV","Hemavan","Sweden"
,,,
"Hemet","HMT","Ryan Field","United States"
,,,
"Henbury","HRY","Henbury","Australia"
,,,
"Fletcher","AVL","Asheville Regional Airport","United States"
,,,
"Hendon","HEN","Hendon","United Kingdom"
,,,
"Hengchun","HCN","Hengchun","Taiwan"
,,,
"Hengyang","HNY","Hengyang","China"
,,,
"Henzada","HEB","Henzada","Myanmar"
,,,
"Heraklion","HER","N. Kazantzakis Apt.","Greece"
,,,
"Herat","HEA","Herat","Afghanistan"
,,,
"Hercegnovi","HNO","Hercegnovi","Czechoslovakia (former)"
,,,
"Herendeen","HED","Herendeen","United States"
,,,
"Heringsdorf","HDF","Heringsdorf","Germany"
,,,
"City name","Airport Code",,"Country name"
,,,
"Herlong","AHC","Amedee AAF","United States"
,,,
"Hermannsburg","HMG","Hermannsburg","Australia"
,,,
"Hermiston","HES","State","United States"
,,,
"Hermosillo","HMO","Gen Pesqueira Garcia","Mexico"
,,,
"Heron Island","HRN","Heliport","Australia"
,,,
"Herrera","HRR","Herrera","Colombia"
,,,
"Herrljunga","XYC","Herrljunga","Sweden"
,,,
"Hervey Bay","HVB","Hervey Bay","Australia"
,,,
"Hesa","IFH","Hesa","Iran"
,,,
"Hickory","HKY","Hickory","United States"
,,,
"Hidden Falls","HDA","Hidden Falls","United States"
,,,
"Hienghene","HNG","Hienghene","New Caledonia"
,,,
"High Level","YOJ","Footner Lake","Canada"
,,,
"High Point","GSO","Piedmont Triad Intl","United States"
,,,
"High Prairie","ZHP","High Prairie","Canada"
,,,
"High Wycombe","HYC","High Wycombe","United Kingdom"
,,,
"City name","Airport Code",,"Country name"
,,,
"Highbury","HIG","Highbury","Australia"
,,,
"Higlieg","HGI","Higlieg","Sudan"
,,,
"Hikueru","HHZ","Hikueru","French Polynesia"
,,,
"Hill City","HLC","Hill City","United States"
,,,
"Hillsboro","HIO","Portland","United States"
,,,
"Hillside","HLL","Hillside","Australia"
,,,
"Hilo","ITO","Hilo International","United States"
,,,
"Hilton Head","HHH","Hilton Head","United States"
,,,
"Hinchinbrook Island","HNK","Hinchinbrook Island","Australia"
,,,
"Hinesville","LIY","Wright AAF","United States"
,,,
"Hingurakgoda","HIM","Hingurakgoda","Sri Lanka"
,,,
"Hiroshima","HIW","Hiroshima West","Japan"
,,,
"Hiroshima","HIJ","International","Japan"
,,,
"Hissar","HSS","Hissar","India"
,,,
"Hiva Oa","HIX","Hiva Oa","French Polynesia"
,,,
"Hivaro","HIT","Hivaro","Papua New Guinea"
,,,
"City name","Airport Code",,"Country name"
,,,
"Hjerkinn","YVH","Railway","Norway"
,,,
"Hluhluwe","HLW","Hluhluwe","South Africa"
,,,
"Ho Chi Minh City","SGN","Tan Son Nhat","Viet Nam"
,,,
"Hobart","HBR","Hobart","United States"
,,,
"Hobart","HBA","Hobart","Australia"
,,,
"Hobart Bay","HBH","Hobart Bay","United States"
,,,
"Hobbs","HBB","Industrial Airpark","United States"
,,,
"Hobbs","HOB","Lea County","United States"
,,,
"Hodeidah","HOD","Hodeidah Arpt","Yemen"
,,,
"Hoedspruit","HDS","Hoedspruit Airport","South Africa"
,,,
"Hof","HOQ","Hof","Germany"
,,,
"Hoffman","HFF","Mackall AAF","United States"
,,,
"Hogatza","HGZ","Hogatza","United States"
,,,
"Hohenems","HOH","Hohenems","Austria"
,,,
"Hohhot","HET","Hohhot","China"
,,,
"Hokitika","HKK","Hokitika Arpt","New Zealand (Aotearoa)"
,,,
"City name","Airport Code",,"Country name"
,,,
"Hola","HOA","Hola","Kenya"
,,,
"Holdrege","HDE","Brewster Field","United States"
,,,
"Holguin","HOG","Frank Pais","Cuba"
,,,
"Holikachu","HOL","Holikachu","United States"
,,,
"Holland","HLM","Park Township","United States"
,,,
"Hollis","HYL","SPB","United States"
,,,
"Hollister","HLI","Hollister","United States"
,,,
"Hollywood","HWO","North Perry","United States"
,,,
"Holman","YHI","Holman","Canada"
,,,
"Holmavik","HVK","Holmavik","Iceland"
,,,
"Holmestrand","XUG","Holmestrand Railway","Norway"
,,,
"Holy Cross","HCR","Holy Cross","United States"
,,,
"Holyhead","HLY","Holyhead","United Kingdom"
,,,
"Homalin","HOX","Homalin","Myanmar"
,,,
"Homer","HOM","Homer","United States"
,,,
"Homeshore","HMS","Homeshore","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Homestead","HST","AFB","United States"
,,,
"Honefoss","XHF","Honefoss Rail Stn.","Norway"
,,,
"Hong Kong","HHP","H K Heliport","Hong Kong"
,,,
"Honiara","HIR","Henderson Intl","Solomon Islands"
,,,
"Honinabi","HNN","Honinabi","Papua New Guinea"
,,,
"Honningsvag","HVG","Valan","Norway"
,,,
"Honolulu","HIK","Hickam AFB","United States"
,,,
"Honolulu","HNL","International","United States"
,,,
"Hook Island","HIH","Hook Island","Australia"
,,,
"Hooker Creek","HOK","Hooker Creek","Australia"
,,,
"Hoolehua","MKK","Molokai","United States"
,,,
"Hoonah","HNH","Hoonah","United States"
,,,
"Hooper Bay","HPB","Hooper Bay","United States"
,,,
"Hope","YHE","Hope","Canada"
,,,
"Hope Vale","HPE","Hope Vale","Australia"
,,,
"Hopedale","YHO","Hopedale","Canada"
,,,
"City name","Airport Code",,"Country name"
,,,
"Hopetoun","HTU","Hopetoun","Australia"
,,,
"Hopkinsville","HOP","Campbell AAF","United States"
,,,
"Hoquiam","HQM","Bowerman","United States"
,,,
"Horizontina","HRZ","Horizontina","Brazil"
,,,
"Horn Island","HID","Horn Island","Australia"
,,,
"Hornafjordur","HFN","Hornafjordur","Iceland"
,,,
"Hornepayne","YHN","Hornepayne","Canada"
,,,
"Horsham","HSM","Horsham","Australia"
,,,
"Horta","HOR","Horta","Portugal"
,,,
"Hoskins","HKN","Hoskins","Papua New Guinea"
,,,
"Hot Springs","HOT","Memorial Field","United States"
,,,
"Hot Springs","HSP","Ingalls Field","United States"
,,,
"Hotan","HTN","Hotan","China"
,,,
